,relevant_sentences,sent_count_x,rel_match_all,sent_count_y,company_label,company_index,sent_index,label
477,What We Achieved Planet (Environment),5,"69 2021 Target Corporate Responsibility Report Introduction People Planet Business Indexes and Glossary What We Achieved GRI SASB SDG TCFD UNGPRF Glossary What We Achieved Planet (Environment) Section Goal Goal Update* * All quantitative company data, unless otherwise stated, reflect fiscal year 2020.",43,Target,0040,1065,rel
478,"We have reduced our scope 1 emissions, or the direct emissions from owned or controlled sources, and scope 2 emissions, or the indirect emissions from the generation of purchased energy, by 92% from the 2019 baseline.",36,"We have reduced our scope 1 emissions, or the direct emissions from owned or controlled sources, and scope 2 emissions, or the indirect emissions from the generation of purchased energy, by 92% from the 2019 baseline.",36,BookingHoldings,0041,0274,rel
479,"By the end of 2030, we aim to reduce our scope 1 and 2 emissions by 95%.",17,"By the end of 2030, we aim to reduce our scope 1 and 2 emissions by 95%.",17,BookingHoldings,0041,0275,rel
480,Our reduction thus far has been primarily due to our 2021 transition to 100% renewable electricity across our enterprise through the purchase of unbundled energy attribute certificates (EACs) that matched our total electricity consumption for the year of which 92% is compliant with the RE100 market boundary criteria.,48,Our reduction thus far has been primarily due to our 2021 transition to 100% renewable electricity across our enterprise through the purchase of unbundled energy attribute certificates (EACs) that matched our total electricity consumption for the year of which 92% is compliant with the RE100 market boundary criteria.,48,BookingHoldings,0041,0276,rel
481,We set a target reduction of 50% in scope 3 carbon emissions by 2030.,14,We set a target reduction of 50% in scope 3 carbon emissions by 2030.,14,BookingHoldings,0041,0285,rel
482,This carbon sequestration project prevents emissions that would have otherwise been caused by logging activities.,15,"Our Carbon Offset Projects Darkwoods Forest Conservation, Canada This carbon sequestration project prevents emissions that would have otherwise been caused by logging activities.",23,BookingHoldings,0041,0289,rel
483,"The project area connects a network of protected lands into one contiguous conservation area of over 100,000 hectares, preserving habitat for at-risk native wildlife and acting as a ""living laboratory"" for scientists conducting research.",34,"The project area connects a network of protected lands into one contiguous conservation area of over 100,000 hectares, preserving habitat for at-risk native wildlife and acting as a ""living laboratory"" for scientists conducting research.",34,BookingHoldings,0041,0290,rel
484,The Genneia Wind project is installing 71 state-of-the-art wind turbines across six wind farms in Argentina.,16,"Genneia Wind, Argentina The Genneia Wind project is installing 71 state-of-the-art wind turbines across six wind farms in Argentina.",19,BookingHoldings,0041,0293,rel
485,"This grid-connected, run-of-river hydroelectricity plant is built on the upper banks of the Musi River near the port city of Bengkulu.",21,"Musi River Hydro, Indonesia This grid-connected, run-of-river hydroelectricity plant is built on the upper banks of the Musi River near the port city of Bengkulu.",25,BookingHoldings,0041,0296,rel
486,"It delivers enough energy to meet the demands of over 700,000 Indonesians on average each year.",16,"It delivers enough energy to meet the demands of over 700,000 Indonesians on average each year.",16,BookingHoldings,0041,0297,rel
487,"The Kariba project protects almost 785,000 hectares of forests near the Zimbabwe-Zambia border.",13,"Kariba Forest Protection, Zimbabwe The Kariba project protects almost 785,000 hectares of forests near the Zimbabwe-Zambia border.",17,BookingHoldings,0041,0301,rel
488,"It is registered with REDD+, a United Nations–backed program that aims to stop the destruction of forests.",17,"It is registered with REDD+, a United Nations–backed program that aims to stop the destruction of forests.",17,BookingHoldings,0041,0302,rel
489,We offset emissions that we are unable to reduce through the purchase of credible carbon offset projects from organizations such as Gold Standard and Verified Carbon Standard (VCS).,28,Our Emissions Offset Strategy We offset emissions that we are unable to reduce through the purchase of credible carbon offset projects from organizations such as Gold Standard and Verified Carbon Standard (VCS).,32,BookingHoldings,0041,0306,rel
490,"Our primary strategy for offsetting is avoidance and nature-based solutions, and in the near future we will transition to carbon removal projects.",22,"Our primary strategy for offsetting is avoidance and nature-based solutions, and in the near future we will transition to carbon removal projects.",22,BookingHoldings,0041,0307,rel
491,"In 2021, the global fleet of Tesla vehicles, energy storage and solar panels enabled our customers to avoid emitting 8.4 million metric tons of CO2e The 6.8 million metric tons of vehicle CO2e savings estimate is based on the net CO2e savings during the use-phase of a Tesla vehicle compared to an ICE vehicle with a real-world fuel economy of ~24 mpg (of which 0.9 million metric tons was avoided through annual renewables matching for the global Supercharger network and home charging in California).",84,"3 In 2021, the global fleet of Tesla vehicles, energy storage and solar panels enabled our customers to avoid emitting 8.4 million metric tons of CO2e The 6.8 million metric tons of vehicle CO2e savings estimate is based on the net CO2e savings during the use-phase of a Tesla vehicle compared to an ICE vehicle with a real-world fuel economy of ~24 mpg (of which 0.9 million metric tons was avoided through annual renewables matching for the global Supercharger network and home charging in California).",85,Tesla,0042,0020,rel
492,"The 1.6 million metric tons of solar + storage CO2e savings estimate is based on CO2e avoided through generation of zero-emission electricity from Tesla solar panels, including energy stored and later dispatched from our energy storage products.",37,"The 1.6 million metric tons of solar + storage CO2e savings estimate is based on CO2e avoided through generation of zero-emission electricity from Tesla solar panels, including energy stored and later dispatched from our energy storage products.",37,Tesla,0042,0021,rel
493,"Geographic distribution of our deliveries (both vehicle and solar), grid mix at the country, state and province level and upstream emissions are reflected in these figures.",26,"Geographic distribution of our deliveries (both vehicle and solar), grid mix at the country, state and province level and upstream emissions are reflected in these figures.",26,Tesla,0042,0022,rel
494,"25 30 In 2019, Amazon co-founded The Climate Pledge— a commitment to achieve net-zero carbon emissions across our business by 2040 and to invite others to sign on to this new level of ambition.",34,"25 30 40 In 2019, Amazon co-founded The Climate Pledge— a commitment to achieve net-zero carbon emissions across our business by 2040 and to invite others to sign on to this new level of ambition.",35,Amazon,0043,0088,rel
495,"Deploying 100,000 custom electric delivery vehicles by 2030",8,"Electric Delivery Vehicles Deploying 100,000 custom electric delivery vehicles by 2030 Right Now Climate Fund Investing $100 million in reforestation projects and climate mitigation solutions Climate Pledge Fund Investing $2 billion to support the development of decarbonizing technologies and services 100K 100M 2B INTRODUCTION PROGRESS ENVIRONMENT PEOPLE GOVERNANCE APPENDICES 13 Amazon Sustainability Report | 2020",55,Amazon,0043,0090,rel
496,"Our renewable energy investments made Amazon the world’s largest corporate buyer of renewable energy in 2020, and we achieved 65% renewable energy across our operations, up from 42% in 2019.",30,"Our renewable energy investments made Amazon the world’s largest corporate buyer of renewable energy in 2020, and we achieved 65% renewable energy across our operations, up from 42% in 2019.",30,Amazon,0043,0093,rel
497,"While Amazon’s business grew significantly in 2020 and our absolute carbon emissions increased 19% during the same period, our overall carbon intensity decreased 16%, from 122.8 grams of CO2e per dollar of GMS in 2019 to 102.7 grams of CO2e per dollar of GMS in 2020.",46,"While Amazon’s business grew significantly in 2020 and our absolute carbon emissions increased 19% during the same period, our overall carbon intensity decreased 16%, from 122.8 grams of CO2e per dollar of GMS in 2019 to 102.7 grams of CO2e per dollar of GMS in 2020.",46,Amazon,0043,0098,rel
498,This carbon intensity value is in line with the targets we are developing,13,"This carbon intensity value is in line with the targets we are developing through the Science Based Targets Initiative (SBTi), the industry leader in helping companies set science-based What is a carbon footprint?",33,Amazon,0043,0099,rel
499,Nearly half of our carbon intensity improvement is a result of our investments in renewable energy and operational efficiency enhancements.,20,Nearly half of our carbon intensity improvement is a result of our investments in renewable energy and operational efficiency enhancements.,20,Amazon,0043,0108,rel
500,A third of this improvement reflects a shift in customer and employee behavior due to the COVID-19 pandemic.,18,A third of this improvement reflects a shift in customer and employee behavior due to the COVID-19 pandemic.,18,Amazon,0043,0109,rel
501,"Nature-based solutions are conservation, restoration, and improved land management activities that increase carbon storage in areas such as forests, wetlands, peatlands, and grasslands.",23,"Nature-based solutions are conservation, restoration, and improved land management activities that increase carbon storage in areas such as forests, wetlands, peatlands, and grasslands.",23,Amazon,0043,0178,rel
502,"Amazon uses nature-based solutions to mitigate carbon emissions outside of our value chain, supplementing the carbon-reduction efforts we are driving across our business operations.",24,"Amazon uses nature-based solutions to mitigate carbon emissions outside of our value chain, supplementing the carbon-reduction efforts we are driving across our business operations.",24,Amazon,0043,0181,rel
503,"As of June 2021, Amazon has 232 solar and wind projects across the globe.",14,"As of June 2021, Amazon has 232 solar and wind projects across the globe.",14,Amazon,0043,0232,rel
