,matched_rel,original_rel,company_label,matched_rel_only
634,"('360 projects 118 GWh  of\xa0energy avoided 52,250  metric\xa0tonnes of   CO2e avoided In fiscal 2021 24 projects 6.6 GWh  of\xa0energy avoided 2700  metric\xa0tonnes of  CO2e\xa0avoided 1.', 97)",6.6 GWh of energy avoided  2700 metric tonnes of  CO2e avoided,Cisco,"360 projects 118 GWh  of energy avoided 52,250  metric tonnes of   CO2e avoided In fiscal 2021 24 projects 6.6 GWh  of energy avoided 2700  metric tonnes of  CO2e avoided 1."
635,"('Our commitment: carbon negative by 2030  and by 2050 to remove from the atmosphere an equivalent amount of all the carbon dioxide our  company has emitted either directly or by our electricity consumption since we were founded in 1975.', 99)","Our commitment: carbon negative by 2030 and by 2050 to remove from the atmosphere an equivalent amount of all the carbon dioxide our company has emitted either directly or by our electricity consumption since we were founded in 1975. reach carbon negative by 2030 is simple—we will reduce our Scope 1 and 2 zero by improving efficiency, adopting relatively emissions to near new solutions, and purchasing zero carbon energy.",Microsoft,Our commitment: carbon negative by 2030  and by 2050 to remove from the atmosphere an equivalent amount of all the carbon dioxide our  company has emitted either directly or by our electricity consumption since we were founded in 1975.
636,"('1  We are engaging suppliers and our business groups to  cut our Scope 3 emissions by more than 50 percent and  we’ll rely on carbon removal to reach carbon negative.', 99)",1 We are engaging suppliers and our business groups to cut our Scope 3 emissions by more than 50 percent and we’ll rely on carbon removal to reach carbon negative.,Microsoft,1  We are engaging suppliers and our business groups to  cut our Scope 3 emissions by more than 50 percent and  we’ll rely on carbon removal to reach carbon negative.
637,"('Our progress  Reduced Scope 1   and 2 by 16.9%  We reduced our Scope 1 and 2 (market- based) emissions by 58,654 metric tons of  carbon dioxide equivalents (mtCO2) in FY21.', 98)","Reduced Scope 1 and 2 by 16.9%  We reduced our Scope 1 and 2 (market- based) emissions by 58,654 metric tons of carbon dioxide equivalents (mtCO2) in FY21.",Microsoft,"Our progress  Reduced Scope 1   and 2 by 16.9%  We reduced our Scope 1 and 2 (market- based) emissions by 58,654 metric tons of  carbon dioxide equivalents (mtCO2) in FY21."
638,"('Scope 3 emissions increased by 22.7 percent.', 100)",Scope 3 emissions increased by 22.7 percent.,Microsoft,Scope 3 emissions increased by 22.7 percent.
639,"('5.8 GW of  renewable  energy  In FY21, we signed new power purchase  agreements (PPAs) for approximately  5.8 gigawatts (GW) of renewable energy  across 10 countries around the globe, totaling  more than 8 GW of renewable energy via  PPAs or long-term contracts.', 98)","In FY21, we signed new power purchase agreements (PPAs) for approximately 5.8 gigawatts (GW) of renewable energy across 10 countries around the globe, totaling more than 8 GW of renewable energy via PPAs or long-term contracts.",Microsoft,"5.8 GW of  renewable  energy  In FY21, we signed new power purchase  agreements (PPAs) for approximately  5.8 gigawatts (GW) of renewable energy  across 10 countries around the globe, totaling  more than 8 GW of renewable energy via  PPAs or long-term contracts."
640,"('6  Carbon   Water  Waste  Ecosystems  2.5M tons In FY21 and FY22, Microsoft successfully  contracted to remove 2.5 million mtCO2,  meeting our cumulative two-year goal.', 98)","In FY21 and FY22, Microsoft successfully contracted to remove 2.5 million mtCO2, meeting our cumulative two-year goal.",Microsoft,"6  Carbon   Water  Waste  Ecosystems  2.5M tons In FY21 and FY22, Microsoft successfully  contracted to remove 2.5 million mtCO2,  meeting our cumulative two-year goal."
641,"('This includes 1.4 million mtCO2  2 contracted  in FY21 and 1.1 million mtCO2 contracted  to date in FY22, on path to meet our goal  of 1.5 million mtCO2 in FY22.', 97)","This includes 1.4 million mtCO2 2 contracted in FY21 and 1.1 million mtCO2 contracted to date in FY22, on path to meet our goal of 1.5 million mtCO2 in FY22.",Microsoft,"This includes 1.4 million mtCO2  2 contracted  in FY21 and 1.1 million mtCO2 contracted  to date in FY22, on path to meet our goal  of 1.5 million mtCO2 in FY22."
643,"('Our total company emissions (market-based) in 2021  were approximately 14 million mtCO2.', 99)",Our total company emissions (market-based) in 2021 were approximately 14 million mtCO2.,Microsoft,Our total company emissions (market-based) in 2021  were approximately 14 million mtCO2.
644,"('Of this total,  about 120,000 mtCO2 were Scope 1 emissions at  Microsoft datacenters and campuses.', 98)","Of this total, about 120,000 mtCO2 were Scope 1 emissions at Microsoft datacenters and campuses.",Microsoft,"Of this total,  about 120,000 mtCO2 were Scope 1 emissions at  Microsoft datacenters and campuses."
645,"('Taking into  account our renewable energy purchases, our Scope 2  emissions were approximately 160,000 mtCO2.', 98)","Taking into account our renewable energy purchases, our Scope 2 emissions were approximately 160,000 mtCO2.",Microsoft,"Taking into  account our renewable energy purchases, our Scope 2  emissions were approximately 160,000 mtCO2."
646,"('The bulk  of our emissions—more than 97 percent—are in Scope 3,  which includes emissions from our supply chain, the  lifecycle of our hardware products and devices, travel,  and other indirect sources.', 98)","The bulk of our emissions—more than 97 percent—are in Scope 3, which includes emissions from our supply chain, the lifecycle of our hardware products and devices, travel, and other indirect sources.",Microsoft,"The bulk  of our emissions—more than 97 percent—are in Scope 3,  which includes emissions from our supply chain, the  lifecycle of our hardware products and devices, travel,  and other indirect sources."
647,"('While our combined Scope 1 and 2 emissions  decreased this year, we did see an increase in Scope 3  emissions, driven mainly by the growth of our cloud  services business and an increase in sales and usage  of our devices.', 98)","While our combined Scope 1 and 2 emissions decreased this year, we did see an increase in Scope 3 emissions, driven mainly by the growth of our cloud services business and an increase in sales and usage of our devices.",Microsoft,"While our combined Scope 1 and 2 emissions  decreased this year, we did see an increase in Scope 3  emissions, driven mainly by the growth of our cloud  services business and an increase in sales and usage  of our devices."
648,"('Reducing carbon emissions  with efficiency solutions  Ensuring our campuses and datacenters are energy  efficient is a key first step in reducing our emissions.', 100)",efficient is a key first step in reducing our emissions.,Microsoft,Reducing carbon emissions  with efficiency solutions  Ensuring our campuses and datacenters are energy  efficient is a key first step in reducing our emissions.
649,"('We are changing the way we build and operate facilities,  using all-electric efficient system designs like the use  of geothermal energy and thermal energy recovery,  and improving the efficiency of our cloud.', 99)","We are changing the way we build and operate facilities, using all-electric efficient system designs like the use of geothermal energy and thermal energy recovery, and improving the efficiency of our cloud.",Microsoft,"We are changing the way we build and operate facilities,  using all-electric efficient system designs like the use  of geothermal energy and thermal energy recovery,  and improving the efficiency of our cloud."
651,"('These chiller plants provide the air conditioning  within an HVAC system and typically represent a  substantial portion of the energy footprint of buildings.', 92)",within substantial portion of the energy footprint of buildings.,Microsoft,These chiller plants provide the air conditioning  within an HVAC system and typically represent a  substantial portion of the energy footprint of buildings.
652,"('We have seen a 12 percent increase in median efficiency  based on energy estimates and plan to implement Bonsai  in the 12 remaining chiller plants this fiscal year.', 99)",We have seen a 12 percent increase in median efficiency based on energy estimates and plan to implement Bonsai in the 12 remaining chiller plants this fiscal year.,Microsoft,We have seen a 12 percent increase in median efficiency  based on energy estimates and plan to implement Bonsai  in the 12 remaining chiller plants this fiscal year.
